id,file_name,attributes,category,composition,human_description,issue,mood,notes,palette,quality,llm_description,style_match,triage
58,images/columbia_alternata_chat_g_p_t_image_jun_5_2025_07_29_18-9d3f6f21.png,painterly,columbia_alternata,medium,"This is an elephant being electrocuted by Tesla coils as an homage to the urban myth of Topsy the Elephant being electrocuted on purpose by Edison versus Tesla in the history of the United States. Because of that theme this is a strong fit for Columbia Alternata, which in turn is a key indicator of a strong style match. There is a slight flaw in one hand of a person as a form of artifacting but everything else seems to be clean. ",artifacting,eerie,People present.,green; pastel; other_palette,4,"An elephant, crackling with electricity, stands on a wooden platform. The setting is a stormy, dark sky with tall, industrial towers. The style is realism with dramatic lighting. The composition is a low-angle, full shot. The palette is moody and desaturated with pops of electric blue. The mood is intense and ominous. Details include glowing eyes, tesla coils, and onlookers in hats. Camera is eye-level. Post-processing adds a cinematic feel. Avoid: bright colors, modern elements, happy expressions.
",4,keep
59,images/columbia_alternata_chat_g_p_t_image_jun_5_2025_07_42_27-00fdaed0.png,painterly,columbia_alternata,wide,"This is an image of an elephant breaking free on a stage with electricity striking out two Tesla coils surrounding it. This appears to be from the late 1800s or early 1900s with the men in the crowd dressed in old-time attire. It looks like a painting and not a realistic depiction. However, even with the stylistic liberties with a painting, there are issues with the generation of the hands of the people sometimes having only four fingers and sometimes five. Some of the men are completely blurred as well. This image is in reference to the story of Topsy the elephant but where the elephant breaks free and survives.  ",blur_noise; artifacting,eerie,People present.,green; other_palette,2,"An elephant; A stage with a crowd and tall towers; An illustrative, dramatic style; A wide shot with the elephant dominating the center, and a crowd below; Earthy tones with electric blue and bright yellow highlights; Dramatic, high contrast lighting with visible electrical arcs; A sense of awe and terror; Elephant, lightning, crowd; Medium shot, eye-level; Soft focus, atmospheric perspective; Avoid realism, text, and people not reacting.
",4,keep
60,images/columbia_alternata_chat_g_p_t_image_jun_5_2025_11_43_57-51cf51f5.png,painterly,columbia_alternata,medium,"This is a fictional statue of Abraham Lincoln that seems to be in front of Boston Harbor. It is likely from an alternate timeline of some sort. The statue of the historical figure made of granite or concrete towers above the waterway, in front of a serene scene with boats peacefully floating in the water. The image looks like a painting and not realistic, with an almost bronze type of motif for the color palette. ",,epic,,other_palette,5,"A stone statue of a man; a city skyline with a river and boats; classical painting; low-angle full shot; muted earth tones with blue sky; soft overcast light; somber and stoic; clouds, water, buildings; eye-level; no post-processing.",5,keep
61,images/columbia_alternata_chat_g_p_t_image_jun_5_2025_11_47_17-311154cb.png,painterly,honest_abe,medium,This is an image of a large standing stone statue of Abraham Lincoln in an alternate depiction of history since this statue is nowhere to be found in reality. The statue is likely erected in an old Boston Harbor from the late 1800s or early 1900s. He has his hand over his heart in a stoic posture and expression. There are some sail or steamboats in the water behind the statue. There is a kind of sepia type of haze style to the painting. ,,hopeful,,blue; pastel; other_palette,5,"A stone statue of a man with his hand on his chest, standing on a pedestal draped with bunting, before a waterfront cityscape with a steamboat. Realistic style. Full shot. Muted earth tones, blue sky, white clouds. Soft, diffused lighting. Solemn and stately mood. Sky, water, buildings. Eye-level perspective. Subtle texture. No text.",4,keep
62,images/columbia_alternata_chat_g_p_t_image_jun_6_2025_11_55_24-fe70c309.png,painterly,columbia_alternata,wide,"This is an old time Americana scene of a fictional city off in the ocean hovering above clouds with many American flags adorning the tops of the buildings with a big statue standing erect and many blimps or airships flying around during a fiery sunset with fluffy clouds in the sky, all shown in a painted style. Because of the American themes in a fictional and fantasy setting, this can be considered an example of the Columbia Alternata genre. Despite the strong style match, there is severe blurring and artifacting of the face of the statue which is distracting as a quality issue. The lightning under the biggest blimp does not seem coherent logically in the image as well. ",blur_noise; artifacting,hopeful,Clouds. People present.,blue; gold; pastel,2,"A grand, ornate building with domes and flags, floating above a city. Three dirigibles hover in the sky, one emitting lightning. A statue stands on a balcony overlooking the scene. Soft, warm light illuminates the architecture and clouds. Epic, awe-inspiring. Statues, airships, lightning. Wide angle.
",5,keep
63,images/columbia_alternata_chat_g_p_t_image_jun_7_2025_12_34_34-d0beec8e.png,painterly,columbia_alternata,medium,"This is an image styled like a painting of an alternate Statue of Liberty in a fantastical American past. The statue is standing tall, towering over a historic town that looks like a floating island of buildings but is actually slightly attached to the lake or ocean below by some columns. There are a few people on an unrelated platform in the foreground gazing at the scene. ",,hopeful,Clouds. People present.,pastel; other_palette,4,"A colossal statue holding a torch; a sprawling city built on floating islands; classical painting; wide shot; golden hour; dramatic; ethereal, clouds, architecture; eye-level; subtle grain; no text or logos.
",5,keep
64,images/columbia_alternata_image_fx_2-e8584154.jpg,realistic,lakes,medium,"This is a robotic eagle adorned with patriotic American colors painted like the American flag soaring high above a lake with windmills strutting off a very small island in the middle. The time of day is early sunrise. There is a quality issue of artifacting with the blades of the windmills strutting out into the lake, with illogical flaps on some of the blades. ",artifacting,hopeful,,blue; other_palette,2,"Mechanical eagle with American flag wings; over a body of water with a dam and wind turbines; realistic; low angle; warm palette; golden hour lighting; majestic; sky, water, turbines; medium shot; sharp focus; no text.
",3,maybe
65,images/columbia_alternata_whisk_062eb49e3b-15219d5b.jpg,painterly,columbia_alternata,wide,An elephant breaking free of its constraints charged withe electricity showing beaming red eyes and breaking the wooden platform it is standing on. The scene is chaotic with many people be flown about or shown in distress and motion. There are many American flags everywhere and the style of wardrobe of the men in the crowd make it appear as though it is from the early 1900s. ,artifacting; other_issue,other_mood,Limb morphing.,blue,1,"An elephant, on a wooden platform, in a realistic style. Wide shot of a crowd below, with a cloudy, dramatic sky. A palette of muted blues, grays, and browns, with bright white lightning. A chaotic and awe-inspiring mood. Lightning, electricity, hats. Eye-level shot. High contrast. Avoid: text, saturation, red.",4,maybe
66,images/columbia_alternata_whisk_19c08eb4af-1101a972.jpg,realistic,columbia_alternata,wide,"This is a scene from the Columbia Alternata genre where an elephant appears to be electrocuted as a type of demonstration, possibly an homage to the myth (and debunked) case of Edison electrocuting Topsy the Elephant as a demonstration against Tesla's form of electricity generation. This is an alternate depiction of a similar type of topic or event where the elephant becomes enraged, survives, and causes destruction. There is a large crowd of people being flung about chaotically. There are some severe quality issues in small parts where people are deformed. ",artifacting; duplicate,eerie,People present.,blue,2,"Elephant; stormy sky with lightning; cinematic; low angle; desaturated, grey, blue, orange; dramatic, high contrast; suspenseful; power, chaos, crowd; wide shot; sharp focus; no text, no people clearly defined.
",5,keep
67,images/columbia_alternata_whisk_425a69d9c8-6a8e4d9f.jpg,realistic,columbia_alternata,close_up,"A symbol of patriotism in America that is fitting of the Columbia Alternata genre. It is a robotic bald eagle soaring above what appears to be the Grand Canyon. The scene could be in the future but also possibly in the past, as it's devoid of any pulsating energy that would indicate any higher technology than robotics. It could be more mechanical than robotic.",,epic,,blue; other_palette,4,"Eagle with patriotic flag-themed wings; soaring over a canyon; realistic rendering; eye-level perspective; warm, natural colors with vibrant red, white, and blue accents; bright, overhead sunlight; powerful, majestic; feathers, metal, canyons; medium shot; sharp focus; no text, no watermarks.",4,keep
68,images/columbia_alternata_whisk_6a7cf06f19-df3ca2aa.jpg,realistic,columbia_alternata,wide,"The image consists of a large statue of Abraham Lincoln standing tall before a serene depiction of what looks like Boston Harbor. It's not clear what time period it is because there is what appears to be a stout modern day business building in the bottom left part of the frame of image behind the black sailboat, that when looked at more closely resembles a modern day building. If that was not considered though this would likely be from the late 1800s or early 1900s, more consistent with the Columbia Alternata genre and its motifs of alternate timeline from that time period. There is the typical adornment of patriotic red, white and blue colors in United States of America patriotic style, which is noticeable with the flag draped at the base of the Abraham Lincoln statue. However, there are also flags from what appears tot be other countries that adorn the sail ships the water, giving a hopeful tone of unity along with the scene. ",blur_noise,hopeful,Clouds. Water. Statue.,blue; pastel,4,"Statue of a man in a suit, waterfront city with historic buildings and a river; realistic, eye-level view; blue sky with scattered clouds; bright daytime; celebratory; flags, ships, buildings; wide-angle lens; vibrant colors, sharp focus; no people.
",4,keep
69,images/columbia_alternata_whisk_8d0abe99ce-a6991cc3.jpg,painterly,columbia_alternata,wide,"This is a scene of the elephant Topsy being electrocuted by Tesla coils in front an large crowd for an audience. This is a play off the myth that Edison electrocuted an elephant as a demonstration against Tesla's from of electricity generation. The people in the crowd are anatomically correct for the most part, but seem to have been blurred as noise near the background slightly right of the stage the elephant is standing on. The Tesla coils too extend too far back in perspective and aren't logically aligned physically to the elephant with the last two in the back. ",blur_noise; duplicate; other_issue,eerie,Clouds. People present.,blue; gold,3,"An elephant standing on a platform; a crowd watching; dramatic, detailed; medium shot; brown, gold, grey; stark contrast, dramatic shafts of light; awe-inspiring; lightning, electricity, clouds; wide angle; digital painting; no text.
",4,keep
70,images/columbia_alternata_whisk_a12b2f9125-b6968955.jpg,realistic,birds,medium,"This could also be part of the Columbia Alternata genre, but its main category match would that of birds. The main subject is a robotic bird made of chrome and painted with USA colored wings in the style of the American flag. It soars above a canyon in the background, maybe the Grand Canyon. The rendering of the bird was almost perfect, but on its right claw it has three talons while on left it has four.",artifacting,hopeful,,blue,4,"A mechanical eagle with flag wings, soaring over a canyon, digital art, wide shot, vibrant red, white, blue, and earthy tones, dramatic sunlight, awe-inspiring, chrome, feathers, canyons, aerial perspective, sharp focus, avoid text.",4,keep
71,images/columbia_alternata_whisk_d174973f25-c8535751.jpg,realistic,columbia_alternata,wide,"This is an image of an elephant being shocked by electricity on a stage during the late 1800s or early 1900s most likely. It is likely a similar reference to an event featuring Thomas Edison and an elephant named Tops that occurred in 1903. This is a fitting event that could be incorporated into the Columbia Alternata genre, defined as part of this project.",,eerie,People present.,blue; other_palette,4,"An elephant crackling with blue lightning; outdoors, on a wooden platform before two tall metal towers; hyperrealistic; a low-angle wide shot; blue, grey, and orange; dramatic, electric; awe-inspiring, power, electricity; wide shot, telephoto; high detail; no text or watermarks.
",5,keep
72,images/columbia_alternata_whisk_storyboard34051dac6d7e4688a24a-58fac61e.png,painterly; photobash,columbia_alternata,wide,"This is an image of a steampunk styled man and cityscape with buildings and platform that exist in a canal full of water. There is water as far as the eye can see as if the city was built in the middle of an ocean or waterlogged area like a large river or lake. The buildings are round and vertical and adorned with thin American flags at the top waving in the wind. The air is full of airships, which are steampunk styled blimps with big rockets attached to them. In the foreground is the steampunk man with googles holding some kind of brass contraption standing on a copper or brass platform. The scene occurs during sunset. ",duplicate,epic,Person present.,gold,4,"A man with goggles holds a device. A city with ornate, towering architecture and flying airships. Steampunk. Medium shot. Warm, golden hues. Patriotic, adventurous. Flags, towers, airships. Eye-level perspective. Soft glow. Avoid: present-day, cartoon, fantasy.
",5,keep
73,images/columbia_alternata_whisk_storyboard34051dac6d7e4688a24a-c892fea4.png,painterly,columbia_alternata,wide,"This is an image indicative of the Columbia Alternata genre, a mixture of strong American symbolism and steampunk stylistic elements within an alternate timeline. The scene is of a waterlogged steampunk American city with many dirigibles in the sky with big jet turbines. There is no solid natural ground and the one person in the image is standing on a wooden or possibly copper or brass platform. The man is middle aged with some scruff, Caucasian, and is wearing some steampunk goggles on top of his head off his face. He is holding some kind of metallic contraption. While not to be considered a clear quality issues, the American flags seem too thin or frayed for this image. ",,hopeful,Person present.,blue; other_palette,4,"A man with goggles holds a device. A city with ornate, towering architecture and flying airships. Steampunk. Medium shot. Warm, golden hues. Patriotic, adventurous. Flags, towers, airships. Eye-level perspective. Soft glow. Avoid: present-day, cartoon, fantasy.
",5,keep
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
